appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
807820,Mystery Village: Shards of the Past,2018-03-16,1,GameChain,GameChain,windows;mac,12,Single-player;Steam Achievements,Action;Indie,Action;Indie;Horror,20,0,3,0,0,20000-50000,2.89
883860,Cadria Item Shop,2018-08-23,1,Orange Cat Studio,BEST KIRIN GLOBAL LIMITED,windows,0,Single-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;In-App Purchases,Casual;Free to Play;Indie;RPG;Simulation,Free to Play;Casual;Simulation,48,269,101,0,0,50000-100000,0.0
317300,Roommates,2014-10-15,1,Winter Wolves,Winter Wolves,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie;Simulation,Visual Novel;Dating Sim;Anime,16,135,50,126,126,20000-50000,18.99
200010,Quantum Conundrum,2012-06-21,1,Airtight Games,Square Enix,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Casual;Strategy,Puzzle;First-Person;Comedy,25,1224,225,162,220,200000-500000,6.99
394310,Punch Club,2016-01-08,1,Lazy Bear Games,tinyBuild,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,Indie;RPG;Strategy,Management;Pixel Graphics;Indie,47,6071,1669,478,378,500000-1000000,6.99
488910,Astral Heroes,2016-10-20,1,Apus Software,Apus Software,windows,0,Single-player;Online Multi-Player;MMO;Steam Achievements;In-App Purchases,Free to Play;Indie;Strategy,Free to Play;Strategy;Indie,20,170,77,0,0,20000-50000,0.0
334040,Down To One,2016-01-07,1,Gadget Games,Gadget Games,windows,0,Multi-player;Steam Trading Cards;Stats,Action,Action;Survival;Open World,0,868,1357,206,253,100000-200000,0.79
448790,Infinity Wings - Scout & Grunt,2016-03-11,1,XiNFiNiTY Games,OtakuMaker SARL,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Casual;Indie,Action;Indie;Casual,25,27,16,204,204,20000-50000,1.99
252310,Syder Arcade,2013-10-24,1,Studio Evil,Studio Evil,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Shoot 'Em Up;Indie;Action,40,533,92,173,173,100000-200000,6.99
302610,Boson X,2014-09-15,1,Ian MacLarty;Jon Kerney,Ian MacLarty,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Indie;Action;Runner,18,1288,105,392,431,50000-100000,1.99
667870,MINDNIGHT,2017-08-04,1,No Moon,No Moon,windows;mac;linux,0,Multi-player;Online Multi-Player;Steam Achievements;In-App Purchases;Stats,Free to Play;Indie;RPG;Strategy,Free to Play;RPG;Strategy,87,962,197,513,919,100000-200000,0.0
368970,Haywire on Fuel Station Zeta,2015-09-24,1,Mad Goblin Games,Mad Goblin Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Adventure;Indie,13,17,8,276,276,20000-50000,2.79
591680,Taphouse VR,2018-09-27,1,Catland,Catland,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Indie;Simulation,Simulation;Indie;VR,16,99,5,0,0,20000-50000,0.0
542740,Balloon Blowout,2016-10-28,1,EnsenaSoft,EnsenaSoft,windows,0,Single-player,Action;Casual,Action;Casual,0,46,62,152,152,50000-100000,0.79
400250,Heaven Island - VR MMO,2015-12-23,1,Fabio Ferrara;Giulia Airoldi,Chubby Pixel,windows;mac;linux,0,Single-player;Multi-player;MMO;Steam Achievements;Full controller support;Steam Trading Cards;VR Support,Adventure;Indie;Massively Multiplayer,Walking Simulator;Adventure;Indie,12,1286,893,330,372,500000-1000000,0.79
776190,Galactic Battles,2018-01-31,1,IndieLip;Dmitriy Uvarov,IndieLip,windows,0,Single-player;Steam Achievements;Steam Cloud,Action;Adventure;Indie,Action;Indie;Adventure,49,31,31,0,0,20000-50000,2.89
866440,What Never Was,2019-01-11,1,Acke Hallgren,Acke Hallgren,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Adventure;Casual;Free to Play;Indie,Free to Play;Adventure;Puzzle,6,1824,78,0,0,100000-200000,0.0
70900,Star Ruler,2010-09-20,1,Blind Mind Studios,Blind Mind Studios,windows,0,Single-player;Multi-player,Indie;Strategy,Strategy;Space;Indie,0,229,44,5,5,100000-200000,7.19
60340,Luxor: 5th Passage,2011-01-25,1,MumboJumbo,MumboJumbo,windows;mac,0,Single-player,Action;Adventure;Casual,Casual;Action;Adventure,0,39,20,0,0,50000-100000,6.99
474010,The NADI Project,2016-06-01,1,Monkeys Tales Studio,Monkeys Tales Studio,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Free to Play;Indie,Free to Play;Adventure;First-Person,9,230,128,10,10,50000-100000,0.0
284930,Speed Kills,2014-05-16,1,Holy Warp;Black Wing Foundation,KISS ltd,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;Racing,Racing;Action;Indie,50,188,186,286,323,200000-500000,6.99
24240,PAYDAY™ The Heist,2011-10-20,1,OVERKILL Software,Daybreak Game Company,windows,18,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Action,FPS;Action;Co-op,56,34645,2533,444,248,2000000-5000000,10.99
249190,Ancient Space,2014-09-23,1,CreativeForge Games,Paradox Interactive,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Space;RTS,30,136,168,0,0,50000-100000,14.99
370910,Kathy Rain,2016-05-05,1,Clifftop Games,Raw Fury,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Point & Click;Adventure;Pixel Graphics,20,1188,86,203,313,100000-200000,10.99
384480,Six Sides of the World,2016-01-20,1,Cybernetik Design,Cybernetik Design,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Casual;Indie,Indie;Adventure;Casual,30,70,8,223,223,20000-50000,3.99
612520,Sudden Strike 2 Gold,2017-05-22,1,Fireglow,Kalypso Media Digital,windows,0,Single-player;Steam Cloud;Includes level editor,Strategy,Strategy;World War II;RTS,0,68,17,0,0,20000-50000,4.79
376920,Tiki Man,2015-06-05,1,Anarchy Enterprises,Anarchy Enterprises,windows;mac;linux,0,Single-player;Steam Trading Cards,Action;Casual;Indie,Action;Indie;Casual,0,158,51,428,638,20000-50000,0.79
213030,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,2012-06-25,1,Zeboyd Games,"Penny Arcade, Inc.",windows;mac,0,Single-player;Full controller support;Steam Cloud,Indie;RPG,RPG;Indie;Comedy,0,466,71,0,0,200000-500000,1.69
45770,Dead Rising 2: Off the Record,2011-10-11,1,Capcom Vancouver,Capcom,windows,18,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure,Action;Zombies;Open World,50,1387,376,435,621,200000-500000,14.99
606150,Moonlighter,2018-05-29,1,Digital Sun,11 bit studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Pixel Graphics;Adventure;Rogue-like,57,3035,833,819,991,100000-200000,15.49
214150,Galactic Civilizations® I: Ultimate Edition,2012-08-14,1,Stardock Entertainment,Stardock Entertainment,windows,0,Single-player,Strategy,Strategy;4X;Space,0,93,91,22,32,200000-500000,6.99
449020,The Bottom of the Well,2016-03-03,1,Red Nettle Studio,Red Nettle Studio,windows,0,Single-player;Steam Achievements,Free to Play;RPG,Free to Play;Visual Novel;Choose Your Own Adventure,12,388,59,0,0,50000-100000,0.0
759970,HIBIKAKEYIRONOKISEKI / 裂色的奇迹 / ひびかけ色のキセキ,2017-12-14,0,ecoddr,Pujia8 Studio;Gamera Game,windows;mac;linux,0,Single-player;Steam Cloud,Adventure;Free to Play;Indie;RPG,Free to Play;Anime;RPG,0,230,19,0,0,50000-100000,0.0
294830,RECYCLE,2014-09-03,1,rondomedia GmbH,rondomedia GmbH,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Simulation;Strategy,Simulation;Strategy;Masterpiece,20,89,127,0,0,20000-50000,8.99
607260,McOsu,2017-03-20,1,McKay,McKay,windows;mac;linux,0,Single-player,Indie,Indie;Rhythm;VR,0,1170,150,20,22,200000-500000,0.0
327410,A Bird Story,2014-11-07,1,Freebird Games,Freebird Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie;RPG,Indie;Story Rich;Great Soundtrack,1,5987,1147,257,476,200000-500000,2.79
63000,HOARD,2011-04-04,1,Big Sandwich Games,Big Sandwich Games,windows;mac;linux,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards,Action;Casual;Indie;Strategy,Casual;Indie;Strategy,129,673,168,31,31,200000-500000,6.99
70000,Dino D-Day,2011-04-08,1,800 North and Digital Ranch,800 North and Digital Ranch,windows,0,Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled;Stats,Action;Indie,Dinosaurs;Action;Multiplayer,77,12222,2367,172,150,1000000-2000000,6.99
204060,Superbrothers: Sword & Sworcery EP,2012-04-16,1,Capybara;Superbrothers;Jim Guthrie,Capybara Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie,Adventure;Indie;Pixel Graphics,14,1764,489,73,65,500000-1000000,4.99
634070,Murnatan,2018-03-24,1,AAAGAMES,AAAGAMES,windows;linux,0,Online Multi-Player,Action;Free to Play;Indie;Early Access,Early Access;Free to Play;Action,0,62,47,0,0,50000-100000,0.0
402020,The Park,2015-10-27,1,Funcom,Funcom,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure,Horror;Psychological Horror;Walking Simulator,14,1684,715,0,0,100000-200000,9.99
4850,Cossacks: Back to War,2010-09-02,1,GSC Game World,GSC World Publishing,windows,0,Single-player;Multi-player,Strategy,Strategy;RTS;Classic,0,1081,143,1134,1208,100000-200000,3.99
668630,Tricolour Lovestory,2017-09-20,1,HL-Galgame,SakuraGame,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Nudity;Adventure;Casual;Indie,Visual Novel;Dating Sim;Sexual Content,70,11387,1121,486,561,500000-1000000,1.59
227860,Castle Story,2017-08-17,1,Sauropod Studio,Sauropod Studio,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Workshop;Includes level editor,Indie;Strategy,Strategy;Building;Sandbox,12,2711,2361,272,272,200000-500000,18.99
588690,"Peace, Death!",2017-03-24,1,AZAMATIKA,AZAMATIKA,windows;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Indie;Simulation,Indie;Casual;Simulation,126,1000,62,346,346,20000-50000,3.59
294160,Galcon 2: Galactic Conquest,2014-12-05,1,"Hassey Enterprises, Inc.","Hassey Enterprises, Inc.",windows;mac;linux,0,Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud,Free to Play;Indie;Strategy,Free to Play;Strategy;Indie,10,656,118,16,20,200000-500000,0.0
589320,Catch a Lover,2017-07-24,1,Toxic Dog,Toxic Dog,windows,0,Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie,Indie;Action;Funny,11,161,140,18,18,20000-50000,4.99
857410,Red Spider3: A Heroine Never Dies,2018-05-21,0,studio wasp,studio wasp,windows;mac,0,Single-player,Adventure,Adventure,0,2,0,0,0,20000-50000,0.0
545250,Bloody Boobs,2017-02-10,1,GK,Dagestan Technology,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Trading Cards,Action;Adventure;Indie,Sexual Content;Nudity;Female Protagonist,0,520,521,271,271,20000-50000,3.19
791150,EV3 - Drag Racing,2018-02-26,1,KABloom Interactive,KABloom Interactive,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases;Partial Controller Support,Free to Play;Indie;Racing;Simulation,Racing;Free to Play;Simulation,0,36,54,0,0,20000-50000,0.0
12200,Bully: Scholarship Edition,2008-10-21,1,Rockstar New England,Rockstar Games,windows,0,Single-player;Partial Controller Support,Action;Adventure,Open World;Action;Adventure,0,8504,1764,319,225,1000000-2000000,9.99
397270,A Kiss For The Petals - Remembering How We Met,2015-09-25,1,St. Michael's Girls School,MangaGamer,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure,Visual Novel;Anime;Female Protagonist,8,1035,82,215,215,50000-100000,5.59
268320,Grapple,2015-03-09,1,Tuesday Society,Midnight City;Majesco Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Indie,Indie;3D Platformer;Puzzle-Platformer,19,259,22,432,432,20000-50000,5.19
375010,Energy Balance,2015-07-02,1,Sometimes You,Sometimes You,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie,Indie;Casual;Puzzle,9,166,67,253,282,200000-500000,1.99
385710,INK,2015-08-05,1,ZackBellGames,ZackBellGames,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Indie;Action;Platformer,16,1237,259,169,204,200000-500000,3.99
292990,NOBUNAGA'S AMBITION: Souzou (Traditional Chinese version),2014-08-01,0,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,Single-player;Steam Cloud,Strategy,Strategy;Historical,0,413,74,0,0,20000-50000,17.99
371520,Bounty Train,2017-05-16,1,Corbie Games,Daedalic Entertainment,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Simulation;Strategy,Simulation;Strategy;Indie,30,572,240,217,217,50000-100000,18.99
449000,Steno Arcade,2016-03-30,1,For All To Play,For All To Play,windows;mac;linux,0,Single-player;Captions available,Casual;Free to Play;Indie;Early Access,Early Access;Free to Play;Indie,0,126,42,1,1,50000-100000,0.0
263680,Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,2014-01-03,1,Semaphore,Semaphore,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Adventure;Action;Indie,7,414,366,0,0,20000-50000,3.99
547470,Apokalypsis,2016-11-07,1,Quantum Entanglement Games,Quantum Entanglement Games,windows,0,Single-player;Steam Trading Cards,Action,Action,0,16,17,356,356,20000-50000,1.59
848350,Katamari Damacy REROLL,2018-12-06,1,MONKEYCRAFT Co. Ltd.,BANDAI NAMCO Entertainment,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual,Casual;Action;Great Soundtrack,21,559,58,105,105,20000-50000,15.99
244070,Sid Meier’s Ace Patrol,2013-08-27,1,Firaxis Games,2K,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Strategy,Strategy;Casual;Turn-Based,52,389,181,175,175,500000-1000000,3.99
273070,The Last Federation,2014-04-18,1,"Arcen Games, LLC","Arcen Games, LLC",windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Simulation;Strategy,Strategy;Space;Simulation,79,311,102,0,0,50000-100000,14.99
645480,Spider-Man: Homecoming - Virtual Reality Experience,2017-06-30,1,CreateVR,Sony Pictures Virtual Reality,windows,0,Single-player,Action;Adventure,Action;Adventure;VR,0,196,126,9,9,100000-200000,0.0
586750,Sonny,2017-04-17,1,Krin Juangbhanich,Armor Games Studios,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy,RPG;Strategy;Indie,20,140,91,0,0,20000-50000,3.99
25000,Overgrowth,2017-10-16,1,Wolfire Games,Wolfire Games,windows;mac;linux,0,Single-player;Partial Controller Support;Includes level editor,Action;Indie,Parkour;Action;Indie,0,3200,1315,777,1365,500000-1000000,22.99
240970,Half Minute Hero: The Second Coming,2014-04-04,1,Opus,Marvelous,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie;RPG,RPG;Indie;JRPG,32,425,33,637,637,50000-100000,6.99
822240,Animal Jam - Play Wild!,2018-12-11,1,"WildWorks, Inc.","WildWorks, Inc.",windows,0,Online Multi-Player;MMO;Cross-Platform Multiplayer;In-App Purchases,Adventure;Free to Play;Massively Multiplayer;Simulation;Early Access,Early Access;Free to Play;Massively Multiplayer,0,409,1278,0,0,500000-1000000,0.0
33180,Zombie Shooter 2,2009-11-18,1,Sigma Team Inc.,Sigma Team Inc.,windows,0,Single-player,Action;Indie;RPG,Action;Zombies;RPG,0,291,85,247,247,100000-200000,7.19
290380,Micron,2014-07-23,1,Apparition Games,Apparition Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Includes level editor,Casual;Indie,Indie;Casual;Puzzle,11,141,4,0,0,20000-50000,2.09
600280,Supreme Ruler The Great War,2017-08-01,1,BattleGoat Studios,BattleGoat Studios,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards,Indie;Simulation;Strategy,Strategy;Simulation;Indie,20,42,21,0,0,20000-50000,14.99
998930,Seek Girl,2019-03-14,1,DSGame,DSGame,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Casual;Indie,Nudity;Sexual Content;Casual,48,613,52,7,7,20000-50000,0.79
381020,Sky Rogue,2017-08-24,1,Fractal Phase,Fractal Phase,windows;mac;linux,0,Single-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud,Action;Indie;Simulation,Action;Indie;Flight,28,614,51,799,799,20000-50000,14.99
507390,Gone In November,2016-08-18,1,Florastamine,Sometimes You,windows,0,Single-player;Steam Trading Cards,Adventure;Indie,Indie;Adventure;Walking Simulator,0,224,109,223,238,200000-500000,0.79
358410,Rise of the Triad: Dark War,2014-05-05,1,3D Realms (Apogee Software),Apogee Software,windows;mac,0,Single-player;Partial Controller Support,Action,Action;FPS;Classic,0,40,4,3,3,20000-50000,4.99
350810,Pixel Puzzles 2: Anime,2015-03-27,1,DL Softworks,DL Softworks,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Casual;Indie;Simulation;Strategy,Anime;Casual;Indie,27,601,194,257,278,200000-500000,6.99
357720,Inside My Radio,2015-05-11,1,Seaven Studio,Iceberg Interactive,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Indie,Indie;Casual;Action,25,353,38,0,0,20000-50000,10.99
225260,Brutal Legend,2013-02-26,1,Double Fine Productions,Double Fine Productions,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Strategy,Action;Comedy;Adventure,59,12816,905,461,308,2000000-5000000,10.99
942970,Unheard,2019-03-28,1,NEXT Studios,NEXT Studios;bilibili,windows,0,Single-player;Steam Cloud,Indie;RPG;Simulation,Detective;Indie;RPG,10,5222,288,98,130,200000-500000,5.19
329490,Phantom Breaker: Battle Grounds,2015-01-23,1,MAGES. Inc.,Degica,windows,0,Single-player;Online Multi-Player;Local Multi-Player;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Anime;Beat 'em up;Action,46,2220,425,121,130,100000-200000,8.99
